Name,Address,University,BusinessType,Neighborhood,City,State,NumRatings,Rating,Latitude,Longitude
Grace Kitchen,2630 NE University Village St University District Seattle WA 98105,'University of Washington','American (Traditional)' 'Restaurants','University District',Seattle,WA,125,2.5,47.663277,-122.3007475
California Pizza Kitchen,3363 Nobel Dr La Jolla CA 92037,'University of California - San Diego','Pizza' 'Restaurants',,La Jolla,CA,152,3,32.8679865,-117.2306384
Petali Flowers,1344 Massachusetts Ave Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Flowers & Gifts' 'Shopping' 'Florists','Harvard Square',Cambridge,MA,13,4.5,42.3732401,-71.118404
Farrell Smyth Inc.,21 Santa Rosa St Ste 150 San Luis Obispo CA 93405,'California Polytechnic State University','Property Management' 'Home Services' 'Real Estate',,San Luis Obispo,CA,6,1,35.2932087,-120.6677612
Quicky Smog Test Only & Regular,2016 W Foothill Blvd Ste B Upland CA 91786,'Harvey Mudd College','Automotive' 'Smog Check Stations',,Upland,CA,30,4.5,34.1066585,-117.6909304
Hampshire Community Yellow Bike Program,Hampshire College 893 West St Amherst MA 01004,'University of Massachusetts - Amherst','Local Services' 'Active Life' 'Community Service/Non-Profit' 'Bike Rentals',,Amherst,MA,2,3.5,42.3245395,-72.5336856
Merrill Lynch,1020 Marsh St San Luis Obispo CA 93401,'California Polytechnic State University',,,San Luis Obispo,CA,2,5,35.280824,-120.659983
DARCARS Nissan of College Park,9330 Baltimore Ave College Park MD 20740,'University of Maryland - College Park','Auto Repair' 'Automotive' 'Car Dealers',,College Park,MD,6,2.5,39.008203,-76.930318
Grad Center Bar,42 Charlesfield St College Hill Providence RI 02906,'Brown University','Dive Bars' 'Bars' 'Nightlife' 'Lounges','College Hill',Providence,RI,20,4.5,41.8238303,-71.4007221
Gregory's Optical,263 Wickenden St Fox Point Providence RI 02903,'Brown University','Shopping' 'Eyewear & Opticians','Fox Point',Providence,RI,5,4.5,41.8194316,-71.3978995
University Catholic Center,633 Gayley Ave Westwood Los Angeles CA 90024,'University of California - Los Angeles','Churches' 'Religious Organizations','Westwood',Los Angeles,CA,2,4.5,34.0672309,-118.4483652
Gullifty's Restaurant,1922 Murray Ave Squirrel Hill Pittsburgh PA 15217,'Carnegie Mellon University','Food' 'Desserts' 'American (New)' 'Restaurants','Squirrel Hill',Pittsburgh,PA,51,3,40.435293,-79.923154
Michigan Theater,603 E Liberty St Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Arts & Entertainment' 'Cinema' 'Performing Arts' 'Event Planning & Services' 'Venues & Event Spaces','Downtown Ann Arbor',Ann Arbor,MI,40,4.5,42.2793857,-83.7418993
Subway,500 W Martin Luther King Jr Bl Ste A West Campus Austin TX 78701,'University of Texas - Austin','Delis' 'Restaurants','West Campus' 'University of Texas',Austin,TX,2,3,30.2822094,-97.74337769
HAI HONG,208 Dryden Rd Ste 2 Ithaca NY 14850,'Cornell University',,,Ithaca,NY,3,3.5,42.441762,-76.484656
Homewood Suites,4109 Walnut St University City Philadelphia PA 19104,'University of Pennsylvania','Hotels & Travel' 'Event Planning & Services' 'Hotels','University City' 'Spruce Hill',Philadelphia,PA,2,4.5,39.954897,-75.205574
Borseno's Barber Shop,1406-B NE 50th St University District Seattle WA 98105,'University of Washington','Hair Salons' 'Barbers' 'Tanning' 'Beauty and Spas','University District',Seattle,WA,31,4,47.6650167,-122.312971
Potbelly Sandwich Works,501 E Green Champaign IL 61820,'University of Illinois - Urbana-Champaign','Sandwiches' 'Restaurants',,Champaign,IL,17,4.5,40.1100629,-88.231789
Thomas Mattimore MD,200 UCLA Medical Plz Ste 420 Westwood Los Angeles CA 90095,'University of California - Los Angeles','Doctors' 'Health and Medical' 'Internal Medicine','Westwood',Los Angeles,CA,5,5,34.06567205,-118.4457922
Newsbox Etc,1717 Dryden Rd West University Houston TX 77030,'Rice University','Food' 'Convenience Stores','West University' 'Medical Center',Houston,TX,2,2.5,29.7100578,-95.4016627
Leslie Windman BCAO,7850 Walker Dr Ste 110 Greenbelt MD 20770,'University of Maryland - College Park','Health and Medical' 'Chiropractors',,Greenbelt,MD,2,3,38.998975,-76.896336
Channing Real Estate,111 Mount Auburn St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Real Estate Services' 'Property Management' 'Home Services' 'Real Estate','Harvard Square',Cambridge,MA,3,2.5,42.373192,-71.1221066
S3 Safe Sex Store,1209 S University Ave Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Health and Medical' 'Education' 'Shopping' 'Adult',,Ann Arbor,MI,9,4,42.2751201,-83.7341426
Harvard Square Cafe,206 W Bonita Ave Claremont CA 91711,'Harvey Mudd College','American (New)' 'Restaurants',,Claremont,CA,65,2.5,34.0964809,-117.7167425
Ginza & Co,315 E University Ave Champaign IL 61820,'University of Illinois - Urbana-Champaign','Flowers & Gifts' 'Shopping' 'Florists',,Champaign,IL,3,4,40.116052,-88.233756
Bayking Doughnuts & Pastries,2468 Telegraph Avenue Telegraph Ave Berkeley CA 94704,'University of California at Berkeley','Food' 'Bakeries','Telegraph Ave' 'UC Campus Area',Berkeley,CA,34,3,37.86561,-122.2586856
Love Goat,2716 Guadalupe St West Campus Austin TX 78705,'University of Texas - Austin','Bars' 'Nightlife','West Campus' 'University of Texas',Austin,TX,3,3.5,30.2928304,-97.7416535
Juicy Couture,2610 NE University Village University District Seattle WA 98105,'University of Washington',"u""Women's Clothing"" 'Fashion' 'Shopping'",'University District',Seattle,WA,9,3.5,47.6632973,-122.3007559
Hi-D-Ho Dog Training,2929 Weatherly Ct Blacksburg VA 24060,'Virginia Tech','Pet Services' 'Pets',,Blacksburg,VA,2,3,37.204465,-80.48587
Dr. Grubb's,353 Bonita Ave Claremont CA 91711,'Harvey Mudd College','American (Traditional)' 'Restaurants',,Claremont,CA,153,4.5,34.09672896,-117.7189994
Bulldog Postal,2260 W Holcombe Blvd West University Houston TX 77030,'Rice University','Post Offices' 'Public Services & Government','West University' 'Braeswood Place',Houston,TX,6,2.5,29.7062912,-95.4116607
Gynecology Specialists of Philadelphia,51 N 39th St Ste 340 Powelton Village Philadelphia PA 19104,'University of Pennsylvania','Doctors' 'Health and Medical' 'Obstetricians and Gynecologists','Powelton Village' 'University City',Philadelphia,PA,11,3.5,39.9572391,-75.1995344
The Library,723 Higuera St San Luis Obispo CA 93401,'California Polytechnic State University','Bars' 'Nightlife',,San Luis Obispo,CA,53,3,35.279036,-120.6640794
Evans Piggott & Finney Eye Care,3829 Union St Lafayette IN 47905,'Purdue University','Optometrists' 'Health and Medical',,Lafayette,IN,3,4.5,40.424636,-86.837031
Noodle Planet,1118 Westwood Blvd Westwood Los Angeles CA 90024,'University of California - Los Angeles','Thai' 'Asian Fusion' 'Restaurants','Westwood',Los Angeles,CA,396,3,34.0602498,-118.4450734
The Stable,125 Washington St DownCity Providence RI 02903,'Brown University','Bars' 'Gay Bars' 'Nightlife','DownCity',Providence,RI,19,4,41.823065,-71.415196
Jimmy's Shoe Repair,42 Prospect St Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Local Services' 'Shoe Repair','Central Square',Cambridge,MA,41,4.5,42.3661287,-71.1033087
Valley Thrift Shop,949 Amsterdam Ave Manhattan Valley New York NY 10025,'Columbia University','Thrift Stores' 'Shopping','Manhattan Valley',New York,NY,3,3,40.800768,-73.9652818
Leopold Murphy and Main DDS,878 Walnut St San Luis Obispo CA 93401,'California Polytechnic State University','Dentists' 'Cosmetic Dentists' 'Health and Medical',,San Luis Obispo,CA,6,4,35.2844759,-120.6655407
Zocalo,3600 Lancaster Ave Powelton Village Philadelphia PA 19104,'University of Pennsylvania','Mexican' 'Restaurants','Powelton Village' 'University City',Philadelphia,PA,53,3,39.958557,-75.1938838
St Austin Catholic Church,2010 Guadalupe Street The Drag Austin TX 78705,'University of Texas - Austin','Religious Organizations','The Drag' 'West Campus' 'University of Texas',Austin,TX,8,4.5,30.283247,-97.742366
Spiaks Restaurant,2 Archibald St Watervliet NY 12189,'Rensselaer Polytechnic Institute','Italian' 'Restaurants',,Watervliet,NY,9,4,42.741427,-73.701272
Tower Records-Video-Books,4518 University Way NE University District Seattle WA 98105,'University of Washington','Videos and Video Game Rental' 'Books Mags Music and Video' 'Shopping' 'Music & DVDs','University District',Seattle,WA,2,2,47.6618511,-122.3130367
Pines,9500 Gilman Dr San Diego CA 92093,'University of California - San Diego','American (Traditional)' 'Restaurants',,San Diego,CA,7,2.5,32.877353,-117.229749
Lei's Auto & Collision Service Center,4200 Ludlow St University City Philadelphia PA 19104,'University of Pennsylvania','Auto Repair' 'Automotive' 'Body Shops','University City',Philadelphia,PA,12,4,39.956841,-75.2062665
Hana Sushi,3141 Broadway Harlem Manhattan NY 10027,'Columbia University','Sushi Bars' 'Japanese' 'Restaurants','Harlem',Manhattan,NY,6,1.5,40.814025,-73.9598342
Boston Tea Stop,54 JFK St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Food' 'Coffee & Tea' 'Juice Bars & Smoothies','Harvard Square',Cambridge,MA,243,4,42.37182984,-71.12063885
House of Teriyaki,1177 N Pleasant St Amherst MA 01002,'University of Massachusetts - Amherst','Korean' 'Japanese' 'Restaurants',,Amherst,MA,18,3.5,42.4095138,-72.530616
Asian Bistro,123 Dorrance St DownCity Providence RI 02903,'Brown University','Asian Fusion' 'Restaurants','DownCity',Providence,RI,12,2.5,41.822204,-71.410016
House of Saigon,3338 Main St Lafayette IN 47905,'Purdue University','Vietnamese' 'Chinese' 'Restaurants',,Lafayette,IN,11,3.5,40.401518,-86.858009
Rainier Copy and Print,4536 University Way NE University District Seattle WA 98105,'University of Washington','Local Services' 'Professional Services' 'Printing Services' 'Graphic Design','University District',Seattle,WA,31,5,47.6624149,-122.3130879
Chipotle Mexican Grill,660 Stanford Shopping Ctr Palo Alto CA 94304,'Stanford University','Food',,Palo Alto,CA,6,3,37.4422452,-122.1707225
Asia Tea House,4230 Forbes Ave Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Food' 'Tea Rooms' 'Chinese' 'Restaurants','Oakland',Pittsburgh,PA,2,4,40.4440654,-79.9501368
Pasadena Premier Dermatology,960 E Green St Ste 330 Pasadena Pasadena CA 91106,'California Institute of Technology','Dermatologists' 'Doctors' 'Health and Medical','Pasadena',Pasadena,CA,19,4.5,34.1444835,-118.1300566
Mosaique Day Spa-Salon,222 W Foothill Blvd Claremont CA 91711,'Harvey Mudd College','Hair Salons' 'Day Spas' 'Massage' 'Beauty and Spas',,Claremont,CA,15,4,34.1069972,-117.7170534
USPS Post Office,145 University Dr Amherst MA 01002,'University of Massachusetts - Amherst','Post Offices' 'Public Services & Government',,Amherst,MA,2,1,42.3693641,-72.5339135
Rack & Soul,258 W 109th St Manhattan Valley New York NY 10025,'Columbia University','Soul Food' 'Southern' 'Restaurants','Manhattan Valley',New York,NY,142,3.5,40.80334,-73.966873
Chipotle,8657 Villa La Jolla Dr La Jolla La Jolla CA 92037,'University of California - San Diego','Mexican' 'Restaurants','La Jolla',La Jolla,CA,191,3.5,32.8646622,-117.2317657
Joe Mama's Italian Deluxe,3716 Forbes Ave Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Italian' 'Restaurants','Oakland',Pittsburgh,PA,44,2.5,40.44133,-79.956892
Sweet Pepper Grill,10948 Weyburn Ave Westwood Los Angeles CA 90024,'University of California - Los Angeles','American (New)' 'Restaurants','Westwood',Los Angeles,CA,11,4.5,34.0625214,-118.4470275
Pita Pit,858 E Foothill Blvd San Luis Obispo CA 93405,'California Polytechnic State University','Greek' 'Mediterranean' 'Restaurants',,San Luis Obispo,CA,41,3,35.2941952,-120.6708522
CK Mini Market,2550 Durant Ave Telegraph Ave Berkeley CA 94704,'University of California at Berkeley','Food' 'Convenience Stores','Telegraph Ave' 'UC Campus Area',Berkeley,CA,5,4,37.8680197,-122.2569545
Sprouts Farmer's Market,835 W Foothill Blvd Claremont CA 91711,'Harvey Mudd College','Food' 'Grocery' 'Farmers Market',,Claremont,CA,63,4,34.107566,-117.730037
Boom Noodle,2675 NE Village Ln University District Seattle WA 98105,'University of Washington','Japanese' 'Restaurants','University District',Seattle,WA,175,3,47.6626542,-122.299099
Allegro Hearth Bakery,2034 Murray Ave Squirrel Hill Pittsburgh PA 15217,'Carnegie Mellon University','Food' 'Bakeries','Squirrel Hill',Pittsburgh,PA,21,4,40.4338463,-79.9230629
Whole Lot-a Gelata,120 King St S Waterloo ON N2J 1P5,'University of Waterloo','Food' 'Desserts' 'Coffee & Tea' 'Ice Cream & Frozen Yogurt',,Waterloo,ON,4,4,43.4622996,-80.5215439
Thai Place Restaurant,5528 Walnut St Shadyside Pittsburgh PA 15232,'Carnegie Mellon University','Thai' 'Restaurants','Shadyside',Pittsburgh,PA,63,3,40.4514414,-79.9327212
WPRB 103.3 FM,Princeton NJ 08544,'Princeton University','Mass Media' 'Radio Stations',,Princeton,NJ,7,5,40.3410101,-74.6561453
Cafe Pacific,114 Dryden Rd Ithaca NY 14850,'Cornell University','Japanese' 'Restaurants',,Ithaca,NY,16,3.5,42.4421156,-76.4871373
Berkeley City Club,2315 Durant Ave UC Campus Area Berkeley CA 94704,'University of California at Berkeley','Hotels & Travel' 'Event Planning & Services' 'Venues & Event Spaces' 'Hotels','UC Campus Area',Berkeley,CA,85,4,37.86738,-122.2627557
The Daily Grind Espresso Cafe,University of North Carolina Daniels Bldg #1530 Chapel Hill NC 27599,'University of North Carolina - Chapel Hill','Food' 'Coffee & Tea',,Chapel Hill,NC,10,4,35.9015819,-79.0537134
Messages,3621 Walnut St University City Philadelphia PA 19104,'University of Pennsylvania','Cards & Stationery' 'Arts & Crafts' 'Flowers & Gifts' 'Shopping' 'Event Planning & Services','University City',Philadelphia,PA,2,2.5,39.9532864,-75.1961196
Only You Salon & Supply,715 W 23rd St Ste A2 West Campus Austin TX 78705,'University of Texas - Austin','Hair Salons' 'Beauty and Spas','West Campus' 'University of Texas',Austin,TX,2,5,30.287284,-97.746238
Just Tires,8915 Central Ave Montclair CA 91763,'Harvey Mudd College','Tires' 'Automotive',,Montclair,CA,5,5,34.091974,-117.689169
Rice Graduate Apartments,1515 Bissonnet St Museum District Houston TX 77005,'Rice University','Colleges & Universities' 'Education','Museum District',Houston,TX,2,4,29.725551,-95.398359
Steak N Shake,2 Sagamore Pkwy N Lafayette IN 47904,'Purdue University','Restaurants',,Lafayette,IN,6,3,40.417906,-86.858594
California Blonde,1137 Garden St San Luis Obispo CA 93401,'California Polytechnic State University','Used Vintage & Consignment' 'Fashion' 'Shopping',,San Luis Obispo,CA,7,4,35.278799,-120.6630795
Spritz Jewelry Co,205 N Neil St Champaign IL 61820,'University of Illinois - Urbana-Champaign','Shopping' 'Jewelry',,Champaign,IL,4,2,40.1176712,-88.243664
Fitcorp,600 Technology Sq Kendall Square/MIT Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Active Life' 'Gyms' 'Trainers' 'Fitness & Instruction','Kendall Square/MIT',Cambridge,MA,7,3.5,42.36324,-71.0930143
Classic Silver Wok Gourmet,7 Mariakakis Plz Chapel Hill NC 27514,'University of North Carolina - Chapel Hill','Food' 'Grocery',,Chapel Hill,NC,2,5,35.9131996,-79.0558445
Alamo Mexican Restaurant,5508 Kenilworth Ave Riverdale MD 20737,'University of Maryland - College Park','Mexican' 'Tex-Mex' 'Restaurants',,Riverdale,MD,21,4,38.9574559,-76.9216092
Cafe Ventanas,9500 Gilman Dr La Jolla CA 92093,'University of California - San Diego','Cafes' 'Restaurants',,La Jolla,CA,17,3,32.877083,-117.234036
Kitchen,764 Martin Luther King Jr Blvd Chapel Hill NC 27514,'University of North Carolina - Chapel Hill','French' 'Restaurants',,Chapel Hill,NC,60,4,35.9248352,-79.0541353
Schuck's O'Reilly Auto Supply,2728 NE 45th St University District Seattle WA 98105,'University of Washington','Automotive' 'Auto Parts & Supplies','University District',Seattle,WA,5,4,47.661719,-122.297397
Coco Bongo,3801 Chestnut St University City Philadelphia PA 19104,'University of Pennsylvania','Bars' 'Nightlife' 'Dance Clubs' 'Sports Bars','University City',Philadelphia,PA,2,3,39.955642,-75.198948
Sushi King,200 Broadway Ste 2 Troy NY 12180,'Rensselaer Polytechnic Institute','Japanese' 'Restaurants',,Troy,NY,16,2.5,42.7314888,-73.6913843
Pampas,529 Alma St Palo Alto CA 94301,'Stanford University','Steakhouses' 'Brazilian' 'Restaurants',,Palo Alto,CA,1146,4,37.442975,-122.1630475
Lynn Animal Hospital,6215 Baltimore Ave Riverdale MD 20737,'University of Maryland - College Park','Veterinarians' 'Pets',,Riverdale,MD,16,4.5,38.963723,-76.9390373
Taste of Atlanta,Tech Square Midtown Midtown Atlanta GA 30308,'Georgia Institute of Technology','Festivals' 'Arts & Entertainment','Midtown',Atlanta,GA,34,3.5,33.7764733,-84.3876327
Dunkin Donuts,222 Broadway Kendall Square/MIT Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Food' 'Donuts','Kendall Square/MIT',Cambridge,MA,10,2.5,42.3664891,-71.093904
Wireless N You,11 Schalks Crossing Rd Ste 613 Plainsboro NJ 08536,'Princeton University','Shopping' 'Mobile Phones',,Plainsboro,NJ,2,3,40.33555347,-74.59270477
Erawan Thai Cuisine,123 S 23rd St 1st Fl Rittenhouse Square Philadelphia PA 19103,'University of Pennsylvania','Thai' 'Restaurants','Rittenhouse Square' 'Penn Center',Philadelphia,PA,131,3.5,39.9518181,-75.1782266
Uncle Jimmy's,418 Semple St Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Dive Bars' 'Bars' 'Nightlife','Oakland',Pittsburgh,PA,2,5,40.436508,-79.954613
Courtney's,185 Old Loudon Rd Latham NY 12110,'Rensselaer Polytechnic Institute','Pizza' 'Restaurants',,Latham,NY,2,3.5,42.746176,-73.759039
Quality Suites,1631 Monterey St San Luis Obispo CA 93401,'California Polytechnic State University','Hotels & Travel' 'Event Planning & Services' 'Hotels',,San Luis Obispo,CA,41,4,35.287263,-120.652987
Zebra Tattoo & Body Piercing,2467 Telegraph Avenue Telegraph Ave Berkeley CA 94704,'University of California at Berkeley','Tattoo' 'Piercing' 'Beauty and Spas','Telegraph Ave' 'UC Campus Area',Berkeley,CA,237,3,37.8656517,-122.2584809
Starbucks,1384 Massachusetts Ave Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Food' 'Coffee & Tea','Harvard Square',Cambridge,MA,24,3,42.3735514,-71.1188228
